,gene_id,gene_type,gene_name
1423928,ENSMUSG00000034450.8,protein_coding,Gulo
1423958,ENSMUSG00000022039.6,protein_coding,Adam2
1424020,ENSMUSG00000068165.3,processed_pseudogene,Gm10233
1424023,ENSMUSG00000022040.8,protein_coding,Ephx2
1424149,ENSMUSG00000022041.10,protein_coding,Chrna2
1424188,ENSMUSG00000059456.13,protein_coding,Ptk2b
1424509,ENSMUSG00000085984.7,processed_transcript,1700001G11Rik
1424523,ENSMUSG00000022043.19,protein_coding,Trim35
1424556,ENSMUSG00000114618.1,lincRNA,Gm41183
1424560,ENSMUSG00000022044.14,protein_coding,Stmn4
1424680,ENSMUSG00000088737.1,rRNA,Gm23899
1424683,ENSMUSG00000045875.13,protein_coding,Adra1a
1424748,ENSMUSG00000057913.3,lincRNA,Gm10032
1424755,ENSMUSG00000114829.1,processed_pseudogene,Gm9130
1424758,ENSMUSG00000022048.8,protein_coding,Dpysl2
1424792,ENSMUSG00000075553.2,lincRNA,Gm5464
1424797,ENSMUSG00000046204.14,protein_coding,Pnma2
1424825,ENSMUSG00000104220.1,TEC,4930578I07Rik
1424828,ENSMUSG00000114558.1,processed_pseudogene,Gm9570
1424832,ENSMUSG00000065673.1,snoRNA,Gm24258
1424835,ENSMUSG00000022051.15,protein_coding,Bnip3l
1424895,ENSMUSG00000022052.9,protein_coding,Ppp2r2a
1424987,ENSMUSG00000098365.1,miRNA,Gm27647
1424990,ENSMUSG00000114697.1,lincRNA,Gm30806
1424999,ENSMUSG00000093744.1,lincRNA,Gm20675
1425003,ENSMUSG00000022053.13,protein_coding,Ebf2
1425122,ENSMUSG00000080432.1,miRNA,Gm23178
1425125,ENSMUSG00000075549.2,antisense,Gm6878
1425131,ENSMUSG00000093386.1,processed_transcript,1700120O09Rik
1425135,ENSMUSG00000093472.1,antisense,4930438E09Rik
1425143,ENSMUSG00000093634.1,antisense,Gm10860
1425150,ENSMUSG00000114744.1,lincRNA,Gm38409
1425156,ENSMUSG00000077647.1,snoRNA,Gm24981
1425159,ENSMUSG00000114514.1,processed_pseudogene,Gm47010
1425162,ENSMUSG00000093726.1,sense_overlapping,AC093020.1
1425165,ENSMUSG00000048922.18,protein_coding,Cdca2
1425313,ENSMUSG00000034327.17,protein_coding,Kctd9
1425458,ENSMUSG00000015812.8,protein_coding,Gnrh1
1425493,ENSMUSG00000044447.5,protein_coding,Dock5
1425629,ENSMUSG00000098866.1,miRNA,Mir6539
1425632,ENSMUSG00000114621.1,lincRNA,Gm31107
1425637,ENSMUSG00000022054.11,protein_coding,Nefm
1425662,ENSMUSG00000022055.7,protein_coding,Nefl
1425676,ENSMUSG00000114466.1,processed_pseudogene,Gm19216
1425680,ENSMUSG00000087772.1,snoRNA,Gm22319
1425683,ENSMUSG00000114925.1,lincRNA,Gm47212
1425689,ENSMUSG00000114396.1,lincRNA,Gm31227
1425694,ENSMUSG00000022056.9,protein_coding,Adam7
1425758,ENSMUSG00000022057.8,protein_coding,Adamdec1
1425792,ENSMUSG00000014725.16,protein_coding,Adam28
1425966,ENSMUSG00000114641.1,processed_pseudogene,Gm46476
1425969,ENSMUSG00000114679.1,processed_pseudogene,Gm47256
1425972,ENSMUSG00000114833.1,antisense,Gm41192
1425977,ENSMUSG00000014813.9,protein_coding,Stc1
1425991,ENSMUSG00000098713.1,processed_pseudogene,Rps2-ps5
1425994,ENSMUSG00000092499.1,antisense,1700092C10Rik
1425999,ENSMUSG00000044186.10,protein_coding,Nkx2-6
1426008,ENSMUSG00000022061.8,protein_coding,Nkx3-1
1426018,ENSMUSG00000102999.1,TEC,Gm37762
1426021,ENSMUSG00000034248.7,protein_coding,Slc25a37
1426061,ENSMUSG00000098248.1,antisense,Gm27222
1426065,ENSMUSG00000103065.1,TEC,Gm20236
1426068,ENSMUSG00000104405.1,TEC,Gm31748
1426071,ENSMUSG00000098255.1,antisense,Gm27223
1426076,ENSMUSG00000047977.3,protein_coding,Synb
1426088,ENSMUSG00000097511.2,lincRNA,Gm16677
1426105,ENSMUSG00000095463.8,protein_coding,Entpd4
1426189,ENSMUSG00000098270.1,antisense,Gm27221
1426193,ENSMUSG00000093954.8,protein_coding,Gm16867
1426269,ENSMUSG00000094526.1,unprocessed_pseudogene,Gm21451
1426285,ENSMUSG00000102660.1,TEC,Gm38378
1426288,ENSMUSG00000103720.1,TEC,Gm37094
1426291,ENSMUSG00000102611.1,TEC,Gm37847
1426294,ENSMUSG00000099315.1,antisense,Gm27175
1426299,ENSMUSG00000098773.1,protein_coding,Gm27179
1426311,ENSMUSG00000098784.1,lincRNA,Gm27174
1426316,ENSMUSG00000022066.16,protein_coding,Entpd4b
1426372,ENSMUSG00000099027.1,antisense,Gm27176
1426376,ENSMUSG00000098975.7,antisense,Gm27177
1426397,ENSMUSG00000034205.16,protein_coding,Loxl2
1426464,ENSMUSG00000104371.1,TEC,Gm37513
1426467,ENSMUSG00000098666.1,miRNA,Mir6950
1426470,ENSMUSG00000034194.17,protein_coding,R3hcc1
1426538,ENSMUSG00000034190.9,protein_coding,Chmp7
1426580,ENSMUSG00000097284.7,lincRNA,4930480K23Rik
1426591,ENSMUSG00000114316.1,processed_pseudogene,Gm17740
1426594,ENSMUSG00000022074.6,protein_coding,Tnfrsf10b
1426628,ENSMUSG00000022075.7,protein_coding,Rhobtb2
1426676,ENSMUSG00000022085.4,protein_coding,Pebp4
1426696,ENSMUSG00000114446.1,antisense,Gm33524
1426701,ENSMUSG00000033730.4,protein_coding,Egr3
1426727,ENSMUSG00000022089.9,protein_coding,Bin3
1426788,ENSMUSG00000033712.6,protein_coding,Ccar2
1426840,ENSMUSG00000044551.13,protein_coding,9930012K11Rik
1426896,ENSMUSG00000022090.10,protein_coding,Pdlim2
1427020,ENSMUSG00000022091.6,protein_coding,Sorbs3
1427211,ENSMUSG00000115186.1,antisense,Gm49417
1427223,ENSMUSG00000022092.11,protein_coding,Ppp3cc
1427306,ENSMUSG00000115645.1,processed_pseudogene,Gm49288
1427309,ENSMUSG00000106195.1,miRNA,Gm44340
1427312,ENSMUSG00000115025.1,processed_pseudogene,Gm4240
1427316,ENSMUSG00000022094.15,protein_coding,Slc39a14
1427461,ENSMUSG00000058745.4,processed_pseudogene,Gm9174
1427464,ENSMUSG00000033644.5,protein_coding,Piwil2
1427540,ENSMUSG00000088717.1,snoRNA,Gm22725
1427543,ENSMUSG00000077577.1,snRNA,Gm24890
1427546,ENSMUSG00000000776.13,protein_coding,Polr3d
1427604,ENSMUSG00000065528.1,miRNA,Mir320
1427607,ENSMUSG00000003469.9,protein_coding,Phyhip
1427632,ENSMUSG00000022098.10,protein_coding,Bmp1
1427807,ENSMUSG00000022097.4,protein_coding,Sftpc
1427829,ENSMUSG00000033595.7,protein_coding,Lgi3
1427876,ENSMUSG00000033589.4,protein_coding,Reep4
1427935,ENSMUSG00000022096.14,protein_coding,Hr
1428072,ENSMUSG00000045211.5,protein_coding,Nudt18
1428104,ENSMUSG00000022095.9,protein_coding,Fam160b2
1428144,ENSMUSG00000022099.17,protein_coding,Dmtn
1428416,ENSMUSG00000022101.6,protein_coding,Fgf17
1428447,ENSMUSG00000047911.6,protein_coding,Npm2
1428486,ENSMUSG00000022100.14,protein_coding,Xpo7
1428756,ENSMUSG00000115387.1,processed_pseudogene,Gm49244
1428759,ENSMUSG00000022102.13,protein_coding,Dok2
1428802,ENSMUSG00000099528.1,lincRNA,2410012E07Rik
1428808,ENSMUSG00000022103.10,protein_coding,Gfra2
1428870,ENSMUSG00000115671.1,lincRNA,Gm49289
1428880,ENSMUSG00000115139.1,lincRNA,Gm4251
1428888,ENSMUSG00000104288.1,TEC,Gm37455
1428891,ENSMUSG00000115286.1,lincRNA,4930429C20Rik
1428895,ENSMUSG00000098064.1,processed_pseudogene,Gm9192
1428898,ENSMUSG00000115304.1,lincRNA,4930434J06Rik
1428918,ENSMUSG00000064485.1,snRNA,Gm23735
1428921,ENSMUSG00000115061.1,processed_pseudogene,Gm49290
1428924,ENSMUSG00000109446.1,protein_coding,Gm9195
1429040,ENSMUSG00000108975.1,unitary_pseudogene,Mlnr-ps
1429044,ENSMUSG00000033487.14,protein_coding,Fndc3a
1429204,ENSMUSG00000090216.1,antisense,Gm16549
1429208,ENSMUSG00000115494.1,lincRNA,Gm49293
1429212,ENSMUSG00000115532.1,lincRNA,Gm41206
1429220,ENSMUSG00000115611.1,transcribed_processed_pseudogene,Gm4606
1429226,ENSMUSG00000115475.1,processed_pseudogene,Gm49295
1429229,ENSMUSG00000115085.1,processed_pseudogene,Gm9198
1429232,ENSMUSG00000033470.12,protein_coding,Cysltr2
1429279,ENSMUSG00000022106.14,protein_coding,Rcbtb2
1429764,ENSMUSG00000090706.1,antisense,Gm17233
1429768,ENSMUSG00000022105.6,protein_coding,Rb1
1429852,ENSMUSG00000076121.1,miRNA,Mir687
1429855,ENSMUSG00000033446.7,protein_coding,Lpar6
1429863,ENSMUSG00000115573.1,processed_pseudogene,Gm49131
1429866,ENSMUSG00000022108.8,protein_coding,Itm2b
1429916,ENSMUSG00000115530.1,processed_pseudogene,Gm4266
1429919,ENSMUSG00000022109.6,protein_coding,Med4
1429948,ENSMUSG00000033405.4,protein_coding,Nudt15
1429967,ENSMUSG00000022110.13,protein_coding,Sucla2
1430047,ENSMUSG00000096463.1,protein_coding,Gm21750
1430051,ENSMUSG00000115088.1,lincRNA,Gm49165
1430055,ENSMUSG00000115289.1,lincRNA,Gm49164
1430068,ENSMUSG00000093873.1,snRNA,Gm24540
1430071,ENSMUSG00000075581.5,processed_pseudogene,Gm16409
1430074,ENSMUSG00000115470.1,processed_pseudogene,Gm18683
1430077,ENSMUSG00000089038.1,rRNA,Gm22164
1430080,ENSMUSG00000057886.5,processed_pseudogene,Cbx3-ps6
1430083,ENSMUSG00000115559.1,processed_pseudogene,Gm49170
1430086,ENSMUSG00000115704.1,lincRNA,Gm49171
1430093,ENSMUSG00000115411.1,processed_pseudogene,Gm6986
1430096,ENSMUSG00000115845.1,lincRNA,4933402J15Rik
1430103,ENSMUSG00000115427.1,processed_pseudogene,Gm49174
1430106,ENSMUSG00000115449.1,lincRNA,Gm49175
1430111,ENSMUSG00000034997.5,protein_coding,Htr2a
1430123,ENSMUSG00000115288.1,processed_pseudogene,Gm9212
1430126,ENSMUSG00000021996.16,protein_coding,Esd
1430292,ENSMUSG00000068015.8,protein_coding,Lrch1
1430430,ENSMUSG00000115002.1,antisense,Gm10847
1430434,ENSMUSG00000115019.1,lincRNA,Gm4278
1430439,ENSMUSG00000034959.8,protein_coding,Rubcnl
1430483,ENSMUSG00000021997.4,protein_coding,Lrrc63
1430509,ENSMUSG00000021998.16,protein_coding,Lcp1
1430688,ENSMUSG00000089733.1,lincRNA,Gm15628
1430692,ENSMUSG00000090054.1,antisense,Gm15629
1430697,ENSMUSG00000021999.9,protein_coding,Cpb2
1430730,ENSMUSG00000104689.1,miRNA,Gm44482
1430733,ENSMUSG00000115789.1,processed_pseudogene,Gm18147
1430737,ENSMUSG00000022000.11,protein_coding,Zc3h13
1430831,ENSMUSG00000115615.1,lincRNA,Gm49200
1430838,ENSMUSG00000091722.2,protein_coding,Siah3
1430848,ENSMUSG00000034913.10,protein_coding,Spert
1430893,ENSMUSG00000022002.1,protein_coding,Erich6b
1430909,ENSMUSG00000064394.1,snRNA,Gm23622
1430912,ENSMUSG00000034893.8,protein_coding,Cog3
1431040,ENSMUSG00000089405.1,rRNA,Gm24876
1431043,ENSMUSG00000022003.7,protein_coding,Slc25a30
1431103,ENSMUSG00000115458.1,processed_pseudogene,Gm48931
1431106,ENSMUSG00000085829.1,antisense,Gm4285
1431111,ENSMUSG00000060126.14,protein_coding,Tpt1
1431165,ENSMUSG00000065147.1,snoRNA,Snora31
1431168,ENSMUSG00000067995.4,protein_coding,Gtf2f2
1431190,ENSMUSG00000046523.5,protein_coding,Kctd4
1431200,ENSMUSG00000065799.1,snoRNA,Gm25517
1431203,ENSMUSG00000022008.4,protein_coding,Gpalpp1
1431225,ENSMUSG00000022009.1,protein_coding,Nufip1
1431251,ENSMUSG00000095427.2,processed_pseudogene,Rps2-ps6
1431254,ENSMUSG00000115625.1,lincRNA,2900040C04Rik
1431258,ENSMUSG00000022010.19,protein_coding,Tsc22d1
1431404,ENSMUSG00000097172.1,lincRNA,4930444M15Rik
1431410,ENSMUSG00000115092.1,lincRNA,E130202H07Rik
1431418,ENSMUSG00000052584.10,protein_coding,Serp2
1431467,ENSMUSG00000115143.1,processed_pseudogene,Fkbp1a-ps1
1431470,ENSMUSG00000101009.6,processed_transcript,1700108F19Rik
1431505,ENSMUSG00000115709.1,lincRNA,4930431P22Rik
1431509,ENSMUSG00000115817.1,lincRNA,Gm30246
1431513,ENSMUSG00000115353.1,lincRNA,Gm48968
1431519,ENSMUSG00000115596.1,lincRNA,Gm48969
1431523,ENSMUSG00000115303.1,processed_pseudogene,Gm4291
1431526,ENSMUSG00000044350.14,protein_coding,Lacc1
1431561,ENSMUSG00000034795.14,protein_coding,Ccdc122
1431614,ENSMUSG00000022012.9,protein_coding,Enox1
1431756,ENSMUSG00000063556.5,processed_pseudogene,Gm10132
1431759,ENSMUSG00000115733.1,transcribed_processed_pseudogene,Gm49001
1431764,ENSMUSG00000115244.1,antisense,Gm49002
1431768,ENSMUSG00000067973.11,antisense,Gm6994
1431782,ENSMUSG00000084431.1,rRNA,n-R5s48
1431785,ENSMUSG00000089365.1,snoRNA,Gm23823
1431788,ENSMUSG00000115363.1,antisense,Gm49003
1431793,ENSMUSG00000115257.1,lincRNA,Gm30467
1431800,ENSMUSG00000075512.5,lincRNA,Gm1587
1431805,ENSMUSG00000022013.4,protein_coding,Dnajc15
1431842,ENSMUSG00000022014.15,protein_coding,Epsti1
1431911,ENSMUSG00000115517.1,lincRNA,Gm48954
1431916,ENSMUSG00000092272.1,lincRNA,Gm19301
1431920,ENSMUSG00000115519.1,processed_pseudogene,Gm48955
1431923,ENSMUSG00000045655.9,protein_coding,Fam216b
1431963,ENSMUSG00000087932.1,miRNA,Mir1971
1431966,ENSMUSG00000115552.1,processed_pseudogene,Gm48959
1431969,ENSMUSG00000080402.1,miRNA,Gm23652
1431972,ENSMUSG00000022015.8,protein_coding,Tnfsf11
1431988,ENSMUSG00000092774.1,rRNA,Gm26197
1431991,ENSMUSG00000115450.1,processed_pseudogene,Gm4821
1431994,ENSMUSG00000022016.16,protein_coding,Akap11
1432067,ENSMUSG00000034731.11,protein_coding,Dgkh
1432395,ENSMUSG00000115087.1,TEC,Gm48998
1432398,ENSMUSG00000084447.1,snoRNA,Gm26251
1432401,ENSMUSG00000115107.1,processed_pseudogene,Gm18368
1432404,ENSMUSG00000115514.1,processed_pseudogene,Gm49009
1432407,ENSMUSG00000115305.1,processed_pseudogene,Gm30584
1432410,ENSMUSG00000115290.1,processed_pseudogene,Gm19098
1432413,ENSMUSG00000058997.8,protein_coding,Vwa8
1432596,ENSMUSG00000115090.1,antisense,Gm49016
1432600,ENSMUSG00000115539.1,processed_pseudogene,Gm6997
1432603,ENSMUSG00000115643.1,processed_pseudogene,Gm49011
1432606,ENSMUSG00000115637.1,processed_pseudogene,Gm30970
1432609,ENSMUSG00000115167.1,antisense,Gm49015
1432613,ENSMUSG00000115111.1,antisense,Gm4632
1432618,ENSMUSG00000071262.10,protein_coding,Zfp957
1432642,ENSMUSG00000115045.1,processed_pseudogene,Gm49028
1432645,ENSMUSG00000022018.7,protein_coding,Rgcc
1432661,ENSMUSG00000022020.15,protein_coding,Naa16
1432780,ENSMUSG00000022022.3,protein_coding,Mtrf1
1432819,ENSMUSG00000043881.9,protein_coding,Kbtbd7
1432827,ENSMUSG00000075502.2,protein_coding,Kbtbd6
1432842,ENSMUSG00000022023.6,protein_coding,Wbp4
1432905,ENSMUSG00000036461.16,protein_coding,Elf1
1432976,ENSMUSG00000093684.2,miRNA,Gm27857
1432979,ENSMUSG00000022024.10,protein_coding,Sugt1
1433039,ENSMUSG00000022025.13,protein_coding,Cnmd
1433088,ENSMUSG00000115740.1,lincRNA,Gm49042
1433092,ENSMUSG00000115422.1,lincRNA,4930452G13Rik
1433103,ENSMUSG00000076453.1,miRNA,Mir759
1433106,ENSMUSG00000036422.10,protein_coding,Pcdh8
1433134,ENSMUSG00000102774.1,antisense,Gm9748
1433141,ENSMUSG00000097927.2,lincRNA,Gm6999
1433168,ENSMUSG00000095959.2,lincRNA,Gm10845
1433176,ENSMUSG00000115190.1,lincRNA,Gm49542
1433181,ENSMUSG00000115291.1,processed_pseudogene,Gm18605
1433184,ENSMUSG00000022026.7,protein_coding,Olfm4
1433225,ENSMUSG00000115334.1,processed_pseudogene,Gm17923
1433228,ENSMUSG00000098125.1,processed_pseudogene,Gm9578
1433231,ENSMUSG00000115036.1,processed_pseudogene,Gm49043
1433234,ENSMUSG00000115346.1,processed_pseudogene,Gm19120
1433237,ENSMUSG00000115716.1,processed_pseudogene,Gm49044
1433240,ENSMUSG00000115297.1,processed_pseudogene,Gm49045
1433243,ENSMUSG00000115542.1,lincRNA,Gm49046
1433249,ENSMUSG00000115465.1,processed_pseudogene,Cyp2c73-ps
1433252,ENSMUSG00000115455.1,lincRNA,Gm41219
1433256,ENSMUSG00000115385.1,processed_pseudogene,Gm19311
1433259,ENSMUSG00000115175.1,processed_pseudogene,Gm18525
1433263,ENSMUSG00000115731.1,processed_pseudogene,Gm19050
1433266,ENSMUSG00000115476.1,processed_pseudogene,Gm49047
1433269,ENSMUSG00000115825.1,lincRNA,Gm49048
1433273,ENSMUSG00000089266.1,snRNA,Gm22891
1433276,ENSMUSG00000115051.1,processed_pseudogene,Gm49049
1433279,ENSMUSG00000115847.1,processed_pseudogene,Gm49050
1433282,ENSMUSG00000115031.1,processed_pseudogene,Gm49051
1433285,ENSMUSG00000088009.1,snoRNA,Gm24774
1433288,ENSMUSG00000115393.1,processed_pseudogene,Gm49052
1433291,ENSMUSG00000115780.1,processed_pseudogene,Gm49053
1433294,ENSMUSG00000115006.1,lincRNA,Gm49054
1433298,ENSMUSG00000115282.1,processed_pseudogene,Gm49055
1433301,ENSMUSG00000115043.1,lincRNA,Gm32455
1433307,ENSMUSG00000115770.1,processed_pseudogene,Gm49056
1433310,ENSMUSG00000115612.1,processed_pseudogene,Gm29800
1433313,ENSMUSG00000115227.1,processed_pseudogene,Gm49057
1433316,ENSMUSG00000035566.7,protein_coding,Pcdh17
1433334,ENSMUSG00000115529.1,antisense,9630013A20Rik
1433371,ENSMUSG00000115743.1,processed_pseudogene,Gm7004
1433374,ENSMUSG00000115239.1,processed_pseudogene,Gm9264
1433377,ENSMUSG00000115653.1,processed_pseudogene,Gm49059
1433380,ENSMUSG00000115217.1,lincRNA,Gm32729
1433386,ENSMUSG00000115836.1,processed_pseudogene,Gm49060
1433389,ENSMUSG00000115014.1,processed_pseudogene,Gm49061
1433392,ENSMUSG00000115128.1,processed_pseudogene,Gm49062
1433395,ENSMUSG00000115271.1,lincRNA,4930529K09Rik
1433411,ENSMUSG00000115777.1,processed_transcript,Gm32815
1433416,ENSMUSG00000115176.1,processed_pseudogene,Gm49063
1433419,ENSMUSG00000064407.1,snRNA,Gm23926
1433422,ENSMUSG00000115089.1,processed_pseudogene,Gm4350
1433425,ENSMUSG00000115664.1,lincRNA,Gm32913
1433436,ENSMUSG00000087812.1,snRNA,Gm25115
1433439,ENSMUSG00000115401.1,processed_pseudogene,Gm49157
1433442,ENSMUSG00000115776.1,processed_pseudogene,Gm49158
1433445,ENSMUSG00000022021.14,protein_coding,Diaph3
1433688,ENSMUSG00000115306.1,TEC,Gm49159
1433691,ENSMUSG00000077948.2,miRNA,Gm23438
1433694,ENSMUSG00000115438.1,transcribed_processed_pseudogene,Gm49193
1433699,ENSMUSG00000102284.1,TEC,Gm37002
1433702,ENSMUSG00000088536.1,snoRNA,Gm23278
1433705,ENSMUSG00000022019.16,protein_coding,Tdrd3
1433827,ENSMUSG00000115564.1,TEC,Gm49199
1433830,ENSMUSG00000115484.1,processed_pseudogene,Gm33121
1433833,ENSMUSG00000115184.1,TEC,Gm49197
1433836,ENSMUSG00000115608.1,processed_pseudogene,Gm48922
1433839,ENSMUSG00000115452.1,transcribed_processed_pseudogene,Gm18812
1433844,ENSMUSG00000115527.1,transcribed_processed_pseudogene,Gm4355
1433851,ENSMUSG00000062611.4,processed_pseudogene,Rps3a2
1433854,ENSMUSG00000089120.1,rRNA,Gm26405
1433857,ENSMUSG00000115479.1,lincRNA,Gm33203
1433868,ENSMUSG00000098095.1,processed_pseudogene,Gm9274
1433871,ENSMUSG00000115533.1,processed_pseudogene,Gm48929
1433874,ENSMUSG00000115202.1,processed_pseudogene,Gm9275
1433877,ENSMUSG00000115114.1,transcribed_processed_pseudogene,Gm48930
1433882,ENSMUSG00000050505.7,protein_coding,Pcdh20
1433903,ENSMUSG00000115623.1,lincRNA,Gm41225
1433908,ENSMUSG00000102164.1,TEC,Gm36946
1433911,ENSMUSG00000115392.1,processed_pseudogene,Gm17882
1433914,ENSMUSG00000088405.1,snRNA,Gm25886
1433917,ENSMUSG00000077408.1,snoRNA,Gm25415
1433920,ENSMUSG00000062093.5,transcribed_processed_pseudogene,Gm10110
1433925,ENSMUSG00000115313.1,lincRNA,Gm48941
1433930,ENSMUSG00000115001.1,lincRNA,4930474H20Rik
1433941,ENSMUSG00000077619.1,snoRNA,Gm25495
1433944,ENSMUSG00000115292.1,lincRNA,Gm33246
1433949,ENSMUSG00000115565.1,processed_pseudogene,Gm18082
1433952,ENSMUSG00000088746.1,snoRNA,Gm23225
1433955,ENSMUSG00000115225.1,processed_pseudogene,Gm7272
1433958,ENSMUSG00000115368.1,lincRNA,Gm48942
1433962,ENSMUSG00000115171.1,unprocessed_pseudogene,Gm48943
1433966,ENSMUSG00000115308.1,processed_pseudogene,Gm48944
1433969,ENSMUSG00000077298.1,snoRNA,Gm24127
1433972,ENSMUSG00000103410.1,TEC,Gm37341
1433975,ENSMUSG00000115662.1,processed_pseudogene,Gm7232
1433978,ENSMUSG00000115660.1,processed_pseudogene,Gm48962
1433981,ENSMUSG00000115720.1,lincRNA,4930433E05Rik
1433985,ENSMUSG00000115444.1,processed_pseudogene,Gm48963
1433988,ENSMUSG00000055421.8,protein_coding,Pcdh9
1434078,ENSMUSG00000065014.1,snRNA,Gm23509
1434081,ENSMUSG00000115505.1,processed_pseudogene,Gm9247
1434084,ENSMUSG00000115632.1,processed_pseudogene,Gm17922
1434087,ENSMUSG00000115447.1,TEC,Gm48964
1434090,ENSMUSG00000115023.1,TEC,Gm48967
1434093,ENSMUSG00000115471.1,TEC,C230086J09Rik
1434096,ENSMUSG00000115797.1,processed_pseudogene,Gm48981
1434099,ENSMUSG00000115613.1,processed_pseudogene,Gm48982
1434103,ENSMUSG00000088046.1,snoRNA,Gm23324
1434106,ENSMUSG00000115059.1,processed_pseudogene,Gm48983
1434109,ENSMUSG00000115638.1,processed_pseudogene,Gm18074
1434112,ENSMUSG00000115822.1,lincRNA,Gm33450
1434117,ENSMUSG00000089384.1,snoRNA,Gm24680
1434120,ENSMUSG00000115331.1,processed_pseudogene,Gm9721
1434123,ENSMUSG00000115038.1,processed_pseudogene,Gm48989
1434126,ENSMUSG00000115379.1,processed_pseudogene,Gm48990
1434129,ENSMUSG00000115499.1,processed_pseudogene,Gm48991
1434132,ENSMUSG00000115396.1,processed_pseudogene,Gm48994
1434135,ENSMUSG00000115243.1,processed_pseudogene,Gm5207
1434138,ENSMUSG00000115679.1,processed_pseudogene,Gm48995
1434141,ENSMUSG00000034689.2,protein_coding,4921530L21Rik
1434160,ENSMUSG00000115029.1,processed_pseudogene,Gm18885
1434163,ENSMUSG00000115603.1,processed_pseudogene,Gm19099
1434166,ENSMUSG00000022076.10,protein_coding,Klhl1
1434194,ENSMUSG00000083933.1,processed_pseudogene,Gm15515
1434197,ENSMUSG00000065042.1,snRNA,Gm24043
1434200,ENSMUSG00000064581.1,snoRNA,Gm25133
1434203,ENSMUSG00000115535.1,processed_pseudogene,Gm49006
1434206,ENSMUSG00000115315.1,processed_pseudogene,Gnb1-ps2
1434209,ENSMUSG00000115714.1,processed_pseudogene,Gm18926
1434212,ENSMUSG00000115601.1,lincRNA,Gm49007
1434218,ENSMUSG00000089130.1,snoRNA,Gm24770
1434221,ENSMUSG00000115052.1,processed_pseudogene,Gm9287
1434225,ENSMUSG00000115229.1,lincRNA,Gm33525
1434230,ENSMUSG00000098772.1,miRNA,Gm27441
1434233,ENSMUSG00000088538.1,snoRNA,Gm23276
1434236,ENSMUSG00000115598.1,processed_pseudogene,Gm9290
1434239,ENSMUSG00000055639.16,protein_coding,Dach1
1434307,ENSMUSG00000089549.1,snRNA,Gm25831
1434310,ENSMUSG00000086133.1,processed_pseudogene,Gm16331
1434313,ENSMUSG00000089425.1,snoRNA,Gm26006
1434316,ENSMUSG00000115218.1,processed_pseudogene,Gm46477
1434319,ENSMUSG00000115486.1,processed_pseudogene,Gm49017
1434322,ENSMUSG00000096444.1,snRNA,Gm26139
1434325,ENSMUSG00000098059.1,processed_pseudogene,Gm27034
1434328,ENSMUSG00000115242.1,lincRNA,Gm49018
1434336,ENSMUSG00000115567.1,processed_pseudogene,Gm18148
1434340,ENSMUSG00000060377.4,protein_coding,Rpl36a-ps1
1434348,ENSMUSG00000033186.9,protein_coding,Mzt1
1434378,ENSMUSG00000022070.7,protein_coding,Bora
1434463,ENSMUSG00000033166.11,protein_coding,Dis3
1434623,ENSMUSG00000022064.10,protein_coding,Pibf1
1434734,ENSMUSG00000115071.1,TEC,Gm49026
1434737,ENSMUSG00000100172.1,processed_pseudogene,Gm4412
1434740,ENSMUSG00000005148.8,protein_coding,Klf5
1434765,ENSMUSG00000084700.1,snRNA,Gm22984
1434768,ENSMUSG00000064584.1,snRNA,Gm25130
1434771,ENSMUSG00000115746.1,processed_pseudogene,Gm49218
1434774,ENSMUSG00000115590.1,processed_pseudogene,Gm49219
1434777,ENSMUSG00000115178.1,processed_pseudogene,Gm49220
1434780,ENSMUSG00000115580.1,lincRNA,Gm41230
1434785,ENSMUSG00000115550.1,lincRNA,Gm49225
1434789,ENSMUSG00000115366.1,processed_pseudogene,Gm9298
1434792,ENSMUSG00000103188.1,TEC,Gm37093
1434796,ENSMUSG00000065238.1,snRNA,Gm22970
1434799,ENSMUSG00000087144.1,processed_pseudogene,Gm5958
1434802,ENSMUSG00000072294.5,protein_coding,Klf12
1434863,ENSMUSG00000054391.12,antisense,4930517O19Rik
1434873,ENSMUSG00000084991.1,processed_pseudogene,Gm16260
1434876,ENSMUSG00000110273.1,lincRNA,Gm41231
1434881,ENSMUSG00000094585.1,snoRNA,Gm26367
1434884,ENSMUSG00000115821.1,lincRNA,6330576A10Rik
1434888,ENSMUSG00000115732.1,processed_pseudogene,Gm9302
1434891,ENSMUSG00000089331.1,snoRNA,Gm24345
1434894,ENSMUSG00000115506.1,lincRNA,Gm49237
1434899,ENSMUSG00000115105.1,TEC,Gm49238
